order_id,customer_id,order_timestamp,order_date,city,customer_type,customer_tenure_days,previous_orders,prior_cancellations,email_verified,traffic_source,device_type,session_duration_minutes,pages_viewed,cart_items,product,category,quantity,unit_price,discount_percent,coupon_code,shipping_fee,delivery_distance_km,estimated_delivery_days,payment_method,gross_amount,discount_amount,total_amount,order_status,actual_delivery_days,customer_rating
18418,12873,2024-06-21 23:36:02,2024-06-21,Lagos,New,43,0,0,True,Social Media,Desktop,24.3,11,5,Running Shoes,Fashion,2,30900.0,10,FLASH15,1900.0,18.6,4,Cash on Delivery,61800.0,6180.0,57520.0,Delivered,4.0,5.0
18419,14062,2025-06-28 16:41:26,2025-06-28,Port Harcourt,New,73,1,0,True,Affiliate,Mobile,8.6,7,6,Hair Dryer,Beauty & Personal Care,3,30300.0,10,SAVE10,1900.0,24.5,4,Card,90900.0,9090.0,83710.0,Cancelled,,
18420,14701,2024-01-08 06:18:48,2024-01-08,Port Harcourt,VIP,1381,23,4,True,Affiliate,Desktop,6.4,2,4,Storage Rack,Home & Kitchen,2,44600.0,10,SAVE10,2200.0,30.0,2,Card,89200.0,8920.0,82480.0,Delivered,2.0,4.0
18421,13941,2025-11-22 03:24:20,2025-11-22,Lagos,New,33,0,0,True,Organic,Mobile,4.3,8,2,Water Bottle,Sports & Fitness,2,6600.0,10,SAVE10,2600.0,33.7,4,Bank Transfer,13200.0,1320.0,14480.0,Delivered,4.0,5.0
18422,14525,2025-07-20 09:19:37,2025-07-20,Lagos,Returning,685,13,0,True,Paid Search,Mobile,17.4,8,3,Body Lotion,Beauty & Personal Care,1,9300.0,10,FLASH15,1800.0,16.8,4,Card,9300.0,930.0,10170.0,Delivered,4.0,4.0
18423,14075,2024-10-05 08:55:31,2024-10-05,Lagos,New,65,1,0,True,Paid Search,Mobile,9.5,5,5,T-Shirt,Fashion,2,10200.0,20,SAVE5,1400.0,7.5,3,Bank Transfer,20400.0,4080.0,17720.0,Cancelled,,
18424,11579,2025-05-28 01:24:06,2025-05-28,Enugu,New,31,0,0,True,Social Media,Mobile,4.7,9,4,Wristwatch,Fashion,1,44100.0,5,MEGA30,2800.0,45.3,6,Card,44100.0,2205.0,44695.0,Delivered,7.0,4.0
18425,12909,2024-04-08 14:15:56,2024-04-08,Lagos,New,73,1,0,True,Organic,Mobile,12.2,7,4,Electric Kettle,Home & Kitchen,4,17700.0,20,MEGA30,1600.0,11.7,3,Cash on Delivery,70800.0,14160.0,58240.0,Cancelled,,
18426,13177,2024-11-11 08:20:52,2024-11-11,Port Harcourt,Returning,386,5,1,True,Organic,Mobile,36.7,18,3,Desk Lamp,Home & Kitchen,2,13800.0,10,MEGA30,1200.0,8.8,3,Bank Transfer,27600.0,2760.0,26040.0,Delivered,2.0,4.0
18427,11760,2024-03-20 19:42:45,2024-03-20,Benin City,New,27,0,0,True,Email,Mobile,25.2,8,4,Wireless Earbuds,Electronics,2,20700.0,5,SAVE5,1500.0,16.6,3,Bank Transfer,41400.0,2070.0,40830.0,Delivered,3.0,4.0
18428,14428,2024-03-22 22:37:43,2024-03-22,Enugu,VIP,836,25,2,False,Social Media,Mobile,2.7,5,4,Air Fryer,Home & Kitchen,2,61200.0,10,SAVE5,3000.0,48.0,3,Bank Transfer,122400.0,12240.0,113160.0,Cancelled,,
18429,13856,2024-01-05 15:36:51,2024-01-05,Kano,Returning,177,6,0,True,Organic,Desktop,40.2,7,8,Desk Lamp,Home & Kitchen,5,15300.0,0,,2400.0,35.1,3,Card,76500.0,0.0,78900.0,Delivered,5.0,4.0
18430,12585,2025-08-04 17:42:14,2025-08-04,Lagos,New,3,1,0,True,Paid Search,Mobile,2.1,9,4,Wireless Earbuds,Electronics,3,19500.0,5,FLASH15,1300.0,4.9,2,Card,58500.0,2925.0,56875.0,Delivered,5.0,5.0
18431,12400,2025-06-27 19:57:14,2025-06-27,Lagos,Returning,142,13,2,True,Social Media,Desktop,8.0,5,3,Sneakers,Fashion,3,31500.0,5,MEGA30,2100.0,22.7,4,Wallet,94500.0,4725.0,91875.0,Delivered,6.0,4.0
18432,13964,2025-10-14 18:20:56,2025-10-14,Lagos,New,41,1,0,True,Paid Search,Mobile,5.2,9,5,Skincare Set,Beauty & Personal Care,2,19600.0,0,,2000.0,21.4,4,Bank Transfer,39200.0,0.0,41200.0,Delivered,3.0,5.0
18433,11110,2025-12-18 09:36:01,2025-12-18,Kano,New,89,0,0,True,Affiliate,Mobile,28.7,15,5,Phone Charger,Electronics,2,13600.0,15,SAVE5,1900.0,25.5,3,Bank Transfer,27200.0,4080.0,25020.0,Delivered,4.0,5.0
18434,11093,2025-12-06 06:16:04,2025-12-06,Lagos,New,83,1,1,True,Organic,Mobile,4.6,7,3,Yoga Mat,Sports & Fitness,3,14900.0,5,SAVE10,1800.0,16.2,3,Cash on Delivery,44700.0,2235.0,44265.0,Cancelled,,
18435,12012,2025-12-26 17:59:39,2025-12-26,Abuja,VIP,1424,32,0,True,Paid Search,Mobile,9.2,6,4,Storage Rack,Home & Kitchen,1,36200.0,5,SAVE5,1900.0,23.6,4,Cash on Delivery,36200.0,1810.0,36290.0,Delivered,3.0,5.0
18436,10638,2024-01-12 14:14:06,2024-01-12,Lagos,New,66,0,0,False,Organic,Mobile,31.3,15,4,Wristwatch,Fashion,1,50900.0,20,SAVE5,1700.0,15.2,4,Card,50900.0,10180.0,42420.0,Delivered,6.0,5.0
18437,12289,2025-07-27 05:57:23,2025-07-27,Abuja,Returning,705,2,0,True,Referral,Mobile,6.0,7,3,Gym Bag,Sports & Fitness,3,21000.0,0,,1900.0,24.5,5,Wallet,63000.0,0.0,64900.0,Delivered,4.0,5.0
18438,12163,2025-06-12 16:12:23,2025-06-12,Abuja,Returning,406,6,1,True,Email,Desktop,30.8,10,3,Desk Lamp,Home & Kitchen,2,15000.0,0,,1900.0,24.8,4,Bank Transfer,30000.0,0.0,31900.0,Delivered,4.0,4.0
18439,12527,2024-04-28 13:21:07,2024-04-28,Abuja,Returning,297,3,0,True,Organic,Mobile,18.6,7,4,Yoga Mat,Sports & Fitness,1,14400.0,10,SAVE10,2100.0,28.7,5,Card,14400.0,1440.0,15060.0,Delivered,5.0,5.0
18440,12308,2024-04-10 00:12:37,2024-04-10,Lagos,Returning,177,5,0,True,Organic,Mobile,23.9,8,5,Yoga Mat,Sports & Fitness,2,17900.0,15,FLASH15,1400.0,8.4,2,Card,35800.0,5370.0,31830.0,Delivered,3.0,5.0
18441,14488,2025-12-15 16:56:03,2025-12-15,Port Harcourt,Returning,278,5,0,True,Referral,Mobile,11.0,11,3,T-Shirt,Fashion,1,9000.0,15,FLASH15,1600.0,16.9,4,Bank Transfer,9000.0,1350.0,9250.0,Delivered,7.0,5.0
18442,11373,2025-10-07 03:16:22,2025-10-07,Lagos,Returning,143,11,1,True,Affiliate,Desktop,10.9,4,4,Hoodie,Fashion,3,21700.0,0,,2300.0,28.1,4,Bank Transfer,65100.0,0.0,67400.0,Delivered,7.0,4.0
18443,12056,2024-08-27 15:09:32,2024-08-27,Port Harcourt,New,69,0,0,True,Paid Search,Mobile,8.0,5,5,Water Bottle,Sports & Fitness,3,6800.0,20,WEEKEND20,1500.0,16.4,3,Card,20400.0,4080.0,17820.0,Delivered,3.0,4.0
18444,13692,2024-02-24 15:42:09,2024-02-24,Ibadan,New,82,1,0,False,Organic,Mobile,6.7,5,5,Phone Charger,Electronics,5,12000.0,25,SAVE10,2300.0,32.4,4,Cash on Delivery,60000.0,15000.0,47300.0,Cancelled,,
18445,11425,2024-08-31 21:01:20,2024-08-31,Port Harcourt,Returning,41,13,0,True,Organic,Mobile,21.8,7,3,Running Shoes,Fashion,2,30900.0,25,SAVE5,1700.0,20.0,5,Wallet,61800.0,15450.0,48050.0,Cancelled,,
18446,13283,2024-01-04 21:17:50,2024-01-04,Lagos,Returning,76,4,0,True,Organic,Mobile,4.3,3,3,Blender,Home & Kitchen,1,27800.0,15,SAVE5,1700.0,14.0,4,Card,27800.0,4170.0,25330.0,Delivered,4.0,4.0
18447,14812,2025-05-17 10:38:21,2025-05-17,Ibadan,Returning,241,14,2,True,Email,Mobile,38.8,13,5,Makeup Kit,Beauty & Personal Care,5,31700.0,0,,1700.0,21.1,5,Card,158500.0,0.0,160200.0,Delivered,4.0,5.0
18448,11877,2024-10-04 21:26:23,2024-10-04,Abuja,Returning,501,5,1,True,Referral,Mobile,12.9,11,2,Perfume,Beauty & Personal Care,2,31300.0,15,SAVE5,1500.0,14.7,3,Wallet,62600.0,9390.0,54710.0,Delivered,4.0,4.0
18449,11210,2024-02-05 20:31:08,2024-02-05,Abuja,New,10,1,0,True,Organic,Mobile,12.5,7,3,Phone Charger,Electronics,2,11800.0,0,,1200.0,7.8,6,Wallet,23600.0,0.0,24800.0,Cancelled,,
18450,10951,2025-12-17 04:12:49,2025-12-17,Lagos,New,33,1,1,False,Paid Search,Mobile,14.6,6,3,Electric Trimmer,Beauty & Personal Care,3,20700.0,10,WEEKEND20,2300.0,27.6,4,Bank Transfer,62100.0,6210.0,58190.0,Refunded,,
18451,10056,2025-08-26 15:18:14,2025-08-26,Ilorin,Returning,708,1,0,True,Referral,Mobile,3.1,4,4,Electric Kettle,Home & Kitchen,2,21400.0,20,SAVE5,2000.0,27.2,3,Wallet,42800.0,8560.0,36240.0,Delivered,4.0,4.0
18452,11421,2025-10-23 08:35:35,2025-10-23,Abuja,New,58,1,0,True,Email,Mobile,6.9,2,2,Smart Watch,Electronics,2,46500.0,10,WEEKEND20,1600.0,18.6,2,Card,93000.0,9300.0,85300.0,Delivered,4.0,4.0
18453,14250,2025-12-30 00:34:59,2025-12-30,Abuja,Returning,339,11,1,True,Social Media,Mobile,5.6,5,5,Wristwatch,Fashion,3,45900.0,0,,2000.0,26.3,4,Card,137700.0,0.0,139700.0,Delivered,3.0,4.0
18454,11274,2024-01-11 08:38:47,2024-01-11,Lagos,New,74,1,0,True,Affiliate,Mobile,6.2,11,1,Sneakers,Fashion,1,43300.0,15,WEEKEND20,2000.0,20.8,4,Bank Transfer,43300.0,6495.0,38805.0,Cancelled,,
18455,14773,2025-07-20 13:49:26,2025-07-20,Ibadan,Returning,826,10,0,True,Social Media,Mobile,10.8,6,7,Blender,Home & Kitchen,4,30500.0,10,WEEKEND20,2000.0,27.7,5,Bank Transfer,122000.0,12200.0,111800.0,Cancelled,,
18456,14765,2025-07-29 16:23:28,2025-07-29,Lagos,New,41,0,0,False,Referral,Mobile,21.4,7,7,Electric Trimmer,Beauty & Personal Care,4,18700.0,25,MEGA30,1700.0,15.3,3,Card,74800.0,18700.0,57800.0,Delivered,5.0,4.0
18457,13411,2025-07-25 09:43:55,2025-07-25,Kano,New,78,1,0,True,Organic,Mobile,8.6,5,4,Cookware Set,Home & Kitchen,3,71900.0,20,WEEKEND20,2300.0,34.2,4,Card,215700.0,43140.0,174860.0,Cancelled,,
18458,14905,2024-07-12 18:06:40,2024-07-12,Lagos,Returning,524,8,0,True,Affiliate,Desktop,43.0,9,4,Yoga Mat,Sports & Fitness,3,14000.0,15,SAVE5,1600.0,11.8,2,Wallet,42000.0,6300.0,37300.0,Delivered,4.0,4.0
18459,12039,2024-10-12 07:39:46,2024-10-12,Lagos,Returning,40,10,1,True,Affiliate,Desktop,20.4,11,6,Perfume,Beauty & Personal Care,3,38400.0,15,SAVE10,1700.0,14.3,4,Card,115200.0,17280.0,99620.0,Delivered,5.0,5.0
18460,14782,2025-11-10 04:50:13,2025-11-10,Kano,Returning,247,6,1,True,Email,Desktop,6.2,8,4,Bluetooth Speaker,Electronics,1,29200.0,25,SAVE10,1600.0,17.0,3,Card,29200.0,7300.0,23500.0,Delivered,3.0,4.0
18461,12719,2024-02-18 04:31:29,2024-02-18,Abuja,New,29,1,1,True,Email,Mobile,7.5,10,4,Hair Dryer,Beauty & Personal Care,1,33500.0,15,WEEKEND20,1600.0,17.6,3,Card,33500.0,5025.0,30075.0,Delivered,5.0,4.0
18462,10404,2025-04-13 15:05:33,2025-04-13,Lagos,Returning,740,6,0,True,Organic,Mobile,5.6,8,3,Bluetooth Speaker,Electronics,3,27300.0,0,,1800.0,17.7,4,Card,81900.0,0.0,83700.0,Delivered,3.0,4.0
18463,14161,2025-08-02 10:33:26,2025-08-02,Benin City,Returning,832,2,0,True,Organic,Mobile,13.0,8,6,Wireless Earbuds,Electronics,3,18900.0,15,SAVE5,2000.0,26.8,4,Wallet,56700.0,8505.0,50195.0,Delivered,3.0,5.0
18464,14753,2025-08-06 08:53:29,2025-08-06,Ilorin,New,43,1,0,True,Social Media,Desktop,3.9,4,6,Storage Rack,Home & Kitchen,4,37800.0,20,FLASH15,1500.0,16.5,5,Card,151200.0,30240.0,122460.0,Cancelled,,
18465,14427,2025-03-12 12:32:28,2025-03-12,Abuja,Returning,657,2,0,True,Organic,Desktop,22.8,3,1,Desk Lamp,Home & Kitchen,1,18700.0,0,,1900.0,24.3,4,Bank Transfer,18700.0,0.0,20600.0,Delivered,7.0,4.0
18466,12085,2025-07-14 13:51:01,2025-07-14,Ibadan,New,87,0,0,True,Social Media,Desktop,3.1,5,2,Water Bottle,Sports & Fitness,2,8400.0,10,MEGA30,2500.0,38.8,5,Cash on Delivery,16800.0,1680.0,17620.0,Cancelled,,
18467,10513,2025-10-26 17:26:15,2025-10-26,Abuja,New,21,1,0,True,Email,Mobile,7.4,9,6,Blender,Home & Kitchen,5,28000.0,10,SAVE5,1800.0,21.7,4,Wallet,140000.0,14000.0,127800.0,Cancelled,,
18468,12928,2025-07-13 20:13:44,2025-07-13,Port Harcourt,Returning,227,7,0,True,Affiliate,Mobile,10.3,10,3,Electric Kettle,Home & Kitchen,3,15100.0,10,MEGA30,1800.0,21.7,3,Bank Transfer,45300.0,4530.0,42570.0,Cancelled,,
18469,14340,2024-03-25 18:27:11,2024-03-25,Kano,New,79,1,0,True,Organic,Mobile,,8,4,Bluetooth Speaker,Electronics,4,31700.0,15,WEEKEND20,1900.0,23.7,4,Card,126800.0,19020.0,109680.0,Delivered,6.0,5.0
18470,14204,2024-06-27 18:12:41,2024-06-27,Ibadan,New,12,0,0,True,Referral,Desktop,19.2,6,4,Yoga Mat,Sports & Fitness,3,18500.0,5,SAVE5,1900.0,23.6,4,Bank Transfer,55500.0,2775.0,54625.0,Delivered,4.0,5.0
18471,13087,2024-08-11 01:04:44,2024-08-11,Abuja,New,77,1,0,False,Paid Search,Desktop,9.7,5,2,T-Shirt,Fashion,1,9700.0,25,MEGA30,1900.0,24.1,2,Bank Transfer,9700.0,2425.0,9175.0,Cancelled,,
18472,13932,2024-09-07 19:13:58,2024-09-07,Lagos,New,74,0,0,True,Organic,Mobile,31.0,10,1,Running Shoes,Fashion,1,30900.0,5,SAVE5,1700.0,13.5,2,Card,30900.0,1545.0,31055.0,Delivered,5.0,5.0
18473,10162,2024-09-20 15:21:05,2024-09-20,Port Harcourt,New,82,0,0,True,Paid Search,Desktop,4.5,4,4,Storage Rack,Home & Kitchen,2,40600.0,15,SAVE10,1900.0,23.9,5,Card,81200.0,12180.0,70920.0,Delivered,8.0,4.0
18474,13118,2024-06-09 17:15:22,2024-06-09,Ibadan,Returning,611,1,0,True,Organic,Mobile,18.5,6,6,Yoga Mat,Sports & Fitness,5,14600.0,20,SAVE10,1800.0,22.0,3,Cash on Delivery,73000.0,14600.0,60200.0,Delivered,4.0,5.0
18475,10543,2025-05-14 11:27:32,2025-05-14,Ibadan,Returning,406,14,1,True,Referral,Mobile,10.5,4,4,Backpack,Fashion,3,33500.0,5,SAVE10,2100.0,27.8,4,Card,100500.0,5025.0,97575.0,Delivered,3.0,5.0
18476,13747,2024-03-21 13:59:47,2024-03-21,Lagos,Returning,854,3,0,True,Email,Mobile,10.8,6,2,Body Lotion,Beauty & Personal Care,1,9500.0,20,SAVE10,1500.0,10.1,2,Cash on Delivery,9500.0,1900.0,9100.0,Delivered,3.0,4.0
18477,10228,2025-07-29 20:12:03,2025-07-29,Abuja,New,27,0,0,True,Social Media,Mobile,10.3,5,4,Skincare Set,Beauty & Personal Care,3,19800.0,0,,1700.0,20.1,4,Bank Transfer,59400.0,0.0,61100.0,Delivered,7.0,3.0
18478,12975,2025-04-26 11:14:09,2025-04-26,Kano,New,38,0,0,False,Referral,Mobile,10.0,8,2,Smart Watch,Electronics,2,43800.0,10,SAVE5,2100.0,29.7,4,Card,87600.0,8760.0,80940.0,Delivered,6.0,5.0
18479,14743,2025-12-03 12:08:30,2025-12-03,Lagos,Returning,718,10,0,True,Affiliate,Mobile,18.3,9,5,Running Shoes,Fashion,2,33000.0,0,,2500.0,33.0,4,Card,66000.0,0.0,68500.0,Cancelled,,
18480,10560,2024-01-05 18:41:57,2024-01-05,Enugu,Returning,30,9,1,True,Paid Search,Mobile,24.9,10,4,Phone Charger,Electronics,4,11300.0,10,SAVE5,2500.0,37.1,5,Wallet,45200.0,4520.0,43180.0,Delivered,8.0,3.0
18481,12133,2024-08-03 22:37:23,2024-08-03,Port Harcourt,New,36,0,0,True,Paid Search,Mobile,13.7,8,3,Smart Watch,Electronics,3,47000.0,0,,1800.0,22.3,5,Cash on Delivery,141000.0,0.0,142800.0,Cancelled,,
18482,10205,2025-10-18 16:24:49,2025-10-18,Benin City,Returning,515,13,1,True,Referral,Mobile,19.2,9,5,Laptop Stand,Electronics,3,35400.0,10,WEEKEND20,1700.0,20.3,3,Wallet,106200.0,10620.0,97280.0,Delivered,4.0,5.0
18483,13579,2024-12-26 20:21:25,2024-12-26,Abuja,VIP,1444,17,2,True,Email,Desktop,12.9,13,4,T-Shirt,Fashion,3,11200.0,5,WEEKEND20,1600.0,18.8,3,Bank Transfer,33600.0,1680.0,33520.0,Delivered,4.0,5.0
18484,14627,2025-02-14 00:46:19,2025-02-14,Abuja,New,5,1,0,True,Social Media,Desktop,10.0,14,4,Makeup Kit,Beauty & Personal Care,4,29100.0,10,FLASH15,1500.0,14.9,4,Card,116400.0,11640.0,106260.0,Delivered,4.0,5.0
18485,10009,2024-01-22 04:05:25,2024-01-22,Ilorin,New,44,0,0,True,Social Media,Desktop,1.6,4,5,Power Bank,Electronics,2,21000.0,0,,2400.0,35.1,4,Wallet,42000.0,0.0,44400.0,Cancelled,,
18486,12730,2025-07-11 02:25:13,2025-07-11,Ibadan,New,11,1,0,False,Organic,Mobile,6.2,6,5,Running Shoes,Fashion,3,32100.0,0,,2100.0,29.2,5,Wallet,96300.0,0.0,98400.0,Delivered,7.0,4.0
18487,13966,2024-07-03 22:25:09,2024-07-03,Lagos,Returning,569,7,0,False,Paid Search,Mobile,9.4,10,6,Electric Kettle,Home & Kitchen,3,16700.0,5,MEGA30,1400.0,7.6,2,Card,50100.0,2505.0,48995.0,Delivered,4.0,4.0
18488,10127,2025-12-05 01:04:48,2025-12-05,Ilorin,VIP,405,30,2,True,Social Media,Mobile,7.4,7,4,Power Bank,Electronics,4,27000.0,10,FLASH15,2700.0,42.0,4,Bank Transfer,108000.0,10800.0,99900.0,Cancelled,,
18489,12411,2024-09-30 09:31:02,2024-09-30,Abuja,New,84,1,0,True,Email,Mobile,3.9,8,9,T-Shirt,Fashion,6,10700.0,10,FLASH15,1400.0,13.6,4,Bank Transfer,64200.0,6420.0,59180.0,Delivered,4.0,5.0
18490,10645,2024-05-17 21:11:28,2024-05-17,Kano,Returning,853,2,0,True,Social Media,Mobile,3.4,6,3,Blender,Home & Kitchen,2,24400.0,10,SAVE5,2400.0,34.6,5,Card,48800.0,4880.0,46320.0,Delivered,5.0,4.0
18491,14619,2025-03-10 01:44:09,2025-03-10,Lagos,VIP,1171,34,2,True,Organic,Mobile,10.1,9,5,Perfume,Beauty & Personal Care,3,34200.0,0,,1500.0,9.4,3,Wallet,102600.0,0.0,104100.0,Delivered,4.0,4.0
18492,12548,2024-12-15 00:01:55,2024-12-15,Benin City,New,2,1,0,True,Referral,Mobile,9.5,5,4,Air Fryer,Home & Kitchen,2,55200.0,10,MEGA30,2100.0,28.1,6,Bank Transfer,110400.0,11040.0,101460.0,Cancelled,,
18493,12605,2024-12-10 04:30:47,2024-12-10,Ilorin,VIP,879,14,1,False,Organic,Mobile,4.9,9,5,Hoodie,Fashion,4,24000.0,15,MEGA30,2600.0,40.9,4,Bank Transfer,96000.0,14400.0,84200.0,Delivered,3.0,5.0
18494,14987,2025-11-25 08:08:40,2025-11-25,Abuja,Returning,32,13,0,True,Organic,Mobile,6.5,5,4,Football,Sports & Fitness,2,12100.0,0,,1900.0,24.5,5,Bank Transfer,24200.0,0.0,26100.0,Delivered,5.0,4.0
18495,13945,2024-09-23 10:21:01,2024-09-23,Lagos,Returning,873,6,1,True,Social Media,Desktop,4.1,4,5,Yoga Mat,Sports & Fitness,2,16400.0,0,,1900.0,19.2,3,Bank Transfer,32800.0,0.0,34700.0,Delivered,3.0,5.0
18496,11570,2024-10-17 17:20:10,2024-10-17,Port Harcourt,New,32,1,0,True,Referral,Desktop,7.1,8,2,T-Shirt,Fashion,2,11100.0,10,MEGA30,1700.0,19.4,3,Cash on Delivery,22200.0,2220.0,21680.0,Cancelled,,
18497,13148,2025-04-01 04:49:25,2025-04-01,Lagos,Returning,776,3,0,False,Organic,Mobile,6.8,4,6,Hair Dryer,Beauty & Personal Care,4,26200.0,0,,1500.0,10.9,3,Card,104800.0,0.0,106300.0,Delivered,4.0,5.0
18498,11485,2024-05-04 13:42:55,2024-05-04,Abuja,New,42,0,0,True,Organic,Desktop,9.8,6,2,Desk Lamp,Home & Kitchen,2,16300.0,0,,2300.0,33.7,5,Cash on Delivery,32600.0,0.0,34900.0,Cancelled,,
18499,12603,2025-08-28 17:13:59,2025-08-28,Ibadan,New,62,0,0,False,Email,Mobile,22.1,7,4,Laptop Stand,Electronics,1,36100.0,5,SAVE10,2000.0,26.9,2,Card,36100.0,1805.0,36295.0,Cancelled,,
18500,14062,2024-06-17 01:18:19,2024-06-17,Lagos,Returning,67,2,0,True,Organic,Mobile,9.1,5,4,Phone Charger,Electronics,3,12100.0,15,MEGA30,2200.0,26.4,3,Card,36300.0,5445.0,33055.0,Delivered,3.0,4.0
18501,14742,2024-06-25 16:03:13,2024-06-25,Ilorin,Returning,597,7,1,True,Affiliate,Tablet,7.2,7,3,Wireless Earbuds,Electronics,1,15500.0,0,,2800.0,43.7,5,Bank Transfer,15500.0,0.0,18300.0,Cancelled,,
18502,14758,2024-01-08 19:59:53,2024-01-08,Kano,VIP,594,24,2,True,Organic,Mobile,11.1,6,3,Phone Charger,Electronics,3,11100.0,30,MEGA30,1500.0,15.1,4,Bank Transfer,33300.0,9990.0,24810.0,Delivered,3.0,4.0
18503,12478,2024-09-07 15:24:51,2024-09-07,Abuja,New,35,0,0,True,Organic,Mobile,16.9,7,4,Wireless Earbuds,Electronics,2,17700.0,15,SAVE10,1500.0,15.8,3,Card,35400.0,5310.0,31590.0,Delivered,2.0,4.0
18504,14476,2025-03-01 23:05:12,2025-03-01,Abuja,New,47,1,0,True,Referral,Tablet,5.2,7,4,Phone Charger,Electronics,1,13000.0,30,SAVE5,1800.0,21.9,3,Cash on Delivery,13000.0,3900.0,10900.0,Delivered,6.0,5.0
18505,14462,2025-05-30 07:10:49,2025-05-30,Benin City,Returning,385,6,0,True,Paid Search,Desktop,6.8,9,4,T-Shirt,Fashion,3,9100.0,25,FLASH15,2000.0,27.0,3,Card,27300.0,6825.0,22475.0,Delivered,5.0,4.0
18506,12733,2025-10-18 20:05:21,2025-10-18,Port Harcourt,New,26,1,0,True,Organic,Desktop,19.0,7,6,Skincare Set,Beauty & Personal Care,4,20800.0,5,SAVE10,1200.0,10.0,2,Bank Transfer,83200.0,4160.0,80240.0,Delivered,1.0,5.0
18507,10181,2025-07-22 16:11:22,2025-07-22,Ilorin,Returning,120,8,1,True,Social Media,Desktop,5.4,5,4,Backpack,Fashion,3,29200.0,0,,1200.0,8.6,4,Card,87600.0,0.0,88800.0,Delivered,4.0,4.0
18508,10596,2024-08-22 15:55:31,2024-08-22,Lagos,Returning,290,8,0,True,Social Media,Mobile,9.7,6,2,Desk Lamp,Home & Kitchen,2,13600.0,15,FLASH15,2200.0,26.1,5,Bank Transfer,27200.0,4080.0,25320.0,Delivered,5.0,4.0
18509,13288,2025-08-26 08:45:44,2025-08-26,Lagos,Returning,555,1,0,True,Social Media,Mobile,15.6,7,3,T-Shirt,Fashion,2,9600.0,10,SAVE5,1700.0,15.0,4,Card,19200.0,1920.0,18980.0,Delivered,5.0,4.0
18510,14152,2024-05-22 05:16:53,2024-05-22,Port Harcourt,New,71,1,0,,Paid Search,Mobile,13.1,5,6,Blender,Home & Kitchen,5,29100.0,20,MEGA30,1700.0,20.1,4,Card,145500.0,29100.0,118100.0,Delivered,7.0,4.0
18511,14559,2024-06-02 00:30:24,2024-06-02,Lagos,Returning,753,9,0,True,Organic,Mobile,7.1,5,5,Sneakers,Fashion,3,36300.0,25,SAVE5,2000.0,20.5,4,Bank Transfer,108900.0,27225.0,83675.0,Delivered,3.0,5.0
18512,11216,2024-09-18 17:53:38,2024-09-18,Abuja,Returning,47,9,0,False,Email,Mobile,1.0,7,5,Backpack,Fashion,3,28600.0,0,,1900.0,24.8,4,Card,85800.0,0.0,87700.0,Delivered,5.0,5.0
18513,14497,2025-01-29 04:53:57,2025-01-29,Port Harcourt,Returning,566,10,3,True,Email,Tablet,11.5,10,4,Gym Bag,Sports & Fitness,3,22600.0,10,SAVE10,2500.0,37.6,5,Bank Transfer,67800.0,6780.0,63520.0,Delivered,6.0,5.0
18514,14133,2024-05-28 11:43:08,2024-05-28,Lagos,New,30,1,0,True,Organic,Desktop,4.8,10,3,Backpack,Fashion,1,32000.0,20,SAVE5,1800.0,16.7,5,Cash on Delivery,32000.0,6400.0,27400.0,Delivered,5.0,5.0
18515,12426,2025-10-19 21:47:40,2025-10-19,Lagos,Returning,675,12,1,True,Email,Desktop,13.7,7,5,Wristwatch,Fashion,3,46600.0,10,MEGA30,1300.0,6.1,2,Bank Transfer,139800.0,13980.0,127120.0,Cancelled,,
18516,11871,2024-07-16 13:41:13,2024-07-16,Lagos,Returning,113,10,1,False,Organic,Desktop,12.8,5,1,Phone Charger,Electronics,1,11300.0,5,,1100.0,1.0,3,Bank Transfer,11300.0,565.0,11835.0,Delivered,5.0,
18517,12361,2024-10-13 12:22:43,2024-10-13,Lagos,New,11,1,0,True,Affiliate,Tablet,8.8,5,3,Dumbbell Set,Sports & Fitness,3,52400.0,0,,2300.0,28.7,5,Card,157200.0,0.0,159500.0,Refunded,,
18518,13378,2025-03-18 06:06:30,2025-03-18,Lagos,New,4,1,0,True,Organic,Mobile,16.9,9,3,Hoodie,Fashion,1,27900.0,0,,1200.0,3.4,3,Wallet,27900.0,0.0,29100.0,Delivered,2.0,5.0
18519,14053,2024-11-10 05:52:07,2024-11-10,Lagos,Returning,648,5,0,True,Social Media,Mobile,6.8,12,3,Body Lotion,Beauty & Personal Care,2,10000.0,20,WEEKEND20,2000.0,20.8,3,Wallet,20000.0,4000.0,18000.0,Delivered,5.0,4.0
18520,10859,2024-10-22 05:49:01,2024-10-22,Ilorin,Returning,814,1,0,True,Paid Search,Desktop,11.4,8,3,Skincare Set,Beauty & Personal Care,1,25200.0,0,,2400.0,34.7,7,Bank Transfer,25200.0,0.0,27600.0,Delivered,7.0,4.0
18521,11676,2025-12-20 21:44:00,2025-12-20,Lagos,Returning,866,3,0,True,Organic,Desktop,6.5,7,3,Yoga Mat,Sports & Fitness,2,13600.0,20,SAVE10,2000.0,20.5,4,Card,27200.0,5440.0,23760.0,Delivered,7.0,4.0
18522,10601,2024-11-14 14:59:45,2024-11-14,Lagos,New,25,0,0,True,Referral,Mobile,3.6,8,3,Yoga Mat,Sports & Fitness,2,17000.0,5,SAVE10,2200.0,25.9,3,Wallet,34000.0,1700.0,34500.0,Delivered,6.0,4.0
